Northeastern, 42.340152, -71.089389
Home, 42.331924, -71.097178
Faneuil, 42.360078, -71.053712
Boylston, 42.348168, -71.084582
Fenway, 42.345781, -71.096807
TD, 42.345781, -71.096807
Northend, 42.364185, -71.061627
Southstation, 42.352608, -71.055431
Boston University, 42.349990, -71.105439
MIT, 42.360427, -71.090953
